datetime;cpu_percent;gpu_percent;cpu_temperature;gpu_temperature;motivo_chamado;id_empresa;mac_address
2025-11-04 18:00:00;33.2;25.6;46;41;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 21:00:00;22.7;20.4;41;37;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-05 00:00:00;29.8;24.9;44;39;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-05 03:00:00;75.0;78.0;65;70;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 00:00:00;14.8;11.4;37;34;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 03:00:00;20.7;16.8;41;36;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 06:00:00;32.5;26.2;47;40;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 09:00:00;26.3;23.7;43;38;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 12:00:00;19.9;16.1;39;35;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 15:00:00;40.8;32.5;49;43;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 18:00:00;36.6;28.1;47;41;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 21:00:00;24.2;21.9;42;38;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-05 00:00:00;31.1;25.7;45;40;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-05 03:00:00;65.0;70.0;65;60;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
