datetime;cpu_percent;gpu_percent;cpu_temperature;gpu_temperature;motivo_chamado;id_empresa;mac_address
2025-05-16 00:00:00;58;41;59.5;69.5;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-17 00:00:00;46;46;62.5;56.5;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-18 00:00:00;79;67;60.5;59.6;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-18 00:00:00;44;49;68.6;54.0;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-19 00:00:00;41;79;61.7;60.0;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-20 00:00:00;72;47;62.0;65.8;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-21 00:00:00;43;67;63.7;54.0;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-21 00:00:00;52;89;55.8;67.7;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-22 00:00:00;76;42;73.7;68.3;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-22 00:00:00;60;52;62.2;66.7;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-23 00:00:00;76;39;66.2;67.9;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-23 00:00:00;69;49;74.2;51.5;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-24 00:00:00;66;73;61.1;68.7;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-25 00:00:00;69;49;57.4;52.8;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-25 00:00:00;45;35;69.5;61.6;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-26 00:00:00;62;54;69.2;59.3;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-26 00:00:00;85;86;73.3;61.0;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-27 00:00:00;70;59;63.9;57.6;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-27 00:00:00;70;68;69.6;52.5;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-28 00:00:00;76;87;69.2;53.2;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-28 00:00:00;74;39;71.1;57.2;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-29 00:00:00;52;81;60.6;66.1;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-29 00:00:00;43;58;71.5;59.1;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-05-30 00:00:00;82;44;70.9;69.2;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-05-31 00:00:00;43;63;67.3;64.8;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-05-31 00:00:00;72;63;67.8;52.7;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-01 00:00:00;49;37;55.9;70.0;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-02 00:00:00;47;39;60.0;60.4;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-02 00:00:00;53;50;65.5;67.8;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-03 00:00:00;59;51;57.2;59.7;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-03 00:00:00;51;85;72.4;60.9;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-04 00:00:00;56;41;56.1;56.8;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-05 00:00:00;67;64;69.7;58.9;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-05 00:00:00;69;32;70.6;56.5;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-06 00:00:00;44;45;56.1;60.5;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-07 00:00:00;71;73;66.0;69.3;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-08 00:00:00;40;73;65.6;50.9;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-08 00:00:00;40;68;69.6;53.5;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-09 00:00:00;44;38;60.0;64.3;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-10 00:00:00;54;67;56.0;60.9;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-10 00:00:00;60;51;71.6;53.8;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-11 00:00:00;48;72;58.9;57.2;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-12 00:00:00;62;57;72.4;55.6;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-13 00:00:00;89;82;71.6;51.2;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-14 00:00:00;76;82;70.8;59.6;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-14 00:00:00;73;33;74.6;50.0;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-15 00:00:00;65;77;63.6;62.2;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-15 00:00:00;65;67;70.6;52.5;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-16 00:00:00;45;33;67.1;58.1;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-17 00:00:00;78;58;57.3;69.0;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-18 00:00:00;74;52;55.3;59.1;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-18 00:00:00;62;55;68.7;68.7;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-19 00:00:00;86;50;55.0;65.5;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-20 00:00:00;81;47;66.5;53.3;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-20 00:00:00;51;75;71.0;51.5;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-21 00:00:00;79;62;58.9;50.0;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-22 00:00:00;46;86;59.6;62.4;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-22 00:00:00;70;60;69.5;56.6;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-23 00:00:00;79;32;69.1;62.9;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-23 00:00:00;72;49;56.2;53.0;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-24 00:00:00;80;36;68.2;57.9;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-24 00:00:00;59;74;70.1;54.0;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-25 00:00:00;75;32;63.8;67.3;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-25 00:00:00;84;86;63.3;53.1;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-26 00:00:00;73;61;59.2;67.4;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-27 00:00:00;43;65;73.5;68.2;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-27 00:00:00;92;64;57.7;54.2;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-06-28 00:00:00;69;52;61.3;64.7;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-06-29 00:00:00;41;35;69.9;59.4;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-06-30 00:00:00;41;40;66.1;64.4;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-01 00:00:00;58;30;69.9;68.5;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-02 00:00:00;93;33;69.1;57.1;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-03 00:00:00;41;32;57.4;59.0;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-03 00:00:00;51;56;64.0;54.5;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-04 00:00:00;43;77;64.4;60.0;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-04 00:00:00;50;51;66.0;56.2;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-05 00:00:00;92;63;67.9;65.6;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-05 00:00:00;93;82;64.5;56.7;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-06 00:00:00;61;32;61.4;54.2;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-06 00:00:00;58;38;65.8;60.1;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-07 00:00:00;89;63;65.2;50.4;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-08 00:00:00;55;40;70.8;60.7;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-08 00:00:00;40;48;59.2;51.6;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-09 00:00:00;45;90;68.3;55.6;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-09 00:00:00;72;89;72.3;53.1;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-10 00:00:00;48;67;67.9;58.1;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-10 00:00:00;40;40;68.7;61.7;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-11 00:00:00;58;74;73.1;66.9;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-11 00:00:00;86;78;67.0;66.8;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-12 00:00:00;88;74;72.4;54.4;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-12 00:00:00;93;71;60.3;64.9;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-13 00:00:00;74;48;69.7;60.8;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-13 00:00:00;58;89;73.3;67.1;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-14 00:00:00;59;59;57.3;65.0;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-14 00:00:00;91;62;60.3;68.6;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-15 00:00:00;82;55;70.4;57.7;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-15 00:00:00;43;61;64.3;60.1;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-16 00:00:00;78;43;68.6;60.6;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-17 00:00:00;92;32;68.9;51.8;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-17 00:00:00;83;72;60.9;57.4;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-18 00:00:00;67;79;69.9;58.8;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-18 00:00:00;49;41;63.2;58.4;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-19 00:00:00;50;79;60.8;52.0;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-20 00:00:00;66;48;75.0;61.0;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-21 00:00:00;78;83;72.5;62.1;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-22 00:00:00;55;77;68.4;61.9;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-22 00:00:00;82;74;58.0;60.5;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-23 00:00:00;60;77;68.5;51.5;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-24 00:00:00;86;46;71.3;54.1;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-25 00:00:00;65;42;66.0;56.6;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-25 00:00:00;45;35;61.8;68.1;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-26 00:00:00;49;50;74.5;57.4;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-27 00:00:00;87;50;70.5;66.2;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-28 00:00:00;69;50;57.2;61.8;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-28 00:00:00;74;73;70.1;66.9;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-29 00:00:00;85;83;70.0;60.3;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-29 00:00:00;65;37;68.1;61.1;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-07-30 00:00:00;90;30;60.8;68.4;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-07-31 00:00:00;70;46;55.9;68.5;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-07-31 00:00:00;72;32;66.6;53.4;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-01 00:00:00;85;70;61.6;69.1;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-01 00:00:00;84;45;73.7;66.1;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-02 00:00:00;55;88;74.8;60.2;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-02 00:00:00;63;85;63.9;55.0;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-03 00:00:00;70;33;65.3;62.1;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-03 00:00:00;62;50;71.4;57.7;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-04 00:00:00;75;84;68.7;51.8;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-04 00:00:00;61;69;67.8;58.4;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-05 00:00:00;73;59;57.6;66.4;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-05 00:00:00;82;88;71.3;52.7;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-06 00:00:00;61;53;60.0;68.1;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-06 00:00:00;41;67;58.6;51.8;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-07 00:00:00;64;90;60.8;56.0;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-08 00:00:00;58;75;64.1;59.2;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-09 00:00:00;91;74;70.2;69.1;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-10 00:00:00;72;73;56.5;51.1;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-11 00:00:00;69;42;64.6;60.1;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-11 00:00:00;86;90;64.8;51.1;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-12 00:00:00;44;67;71.9;50.5;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-12 00:00:00;94;39;57.4;54.5;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-13 00:00:00;82;59;70.6;57.5;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-14 00:00:00;45;71;59.4;61.7;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-15 00:00:00;67;37;61.6;53.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-15 00:00:00;78;74;67.1;68.3;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-16 00:00:00;73;34;64.1;50.9;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-17 00:00:00;95;84;62.5;53.4;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-17 00:00:00;65;32;64.7;61.6;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-18 00:00:00;80;33;68.0;58.7;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-18 00:00:00;91;38;55.5;63.4;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-19 00:00:00;86;66;66.1;66.5;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-20 00:00:00;45;50;61.0;62.9;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-20 00:00:00;80;84;70.1;55.6;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-21 00:00:00;67;83;57.2;54.5;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-22 00:00:00;93;33;71.7;59.3;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-23 00:00:00;52;63;57.0;55.6;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-24 00:00:00;84;75;60.1;61.5;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-25 00:00:00;53;56;62.3;66.4;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-26 00:00:00;45;35;65.7;53.1;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-27 00:00:00;56;40;63.8;69.6;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-28 00:00:00;75;53;57.3;67.2;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-28 00:00:00;41;58;74.8;60.6;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-08-29 00:00:00;81;82;73.2;69.7;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-08-30 00:00:00;65;43;73.1;53.3;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-08-31 00:00:00;68;41;65.1;67.5;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-01 00:00:00;92;77;59.1;50.4;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-01 00:00:00;51;44;58.4;55.1;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-02 00:00:00;75;73;61.4;54.3;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-02 00:00:00;42;59;55.3;59.7;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-03 00:00:00;58;43;60.6;67.2;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-04 00:00:00;46;73;55.3;69.5;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-04 00:00:00;91;57;70.2;51.4;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-05 00:00:00;90;87;62.4;65.8;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-06 00:00:00;57;45;68.7;51.1;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-07 00:00:00;69;69;68.9;59.7;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-07 00:00:00;77;60;73.9;55.1;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-08 00:00:00;41;46;71.1;69.3;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-08 00:00:00;86;39;60.9;64.4;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-09 00:00:00;93;81;56.3;62.3;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-09 00:00:00;64;90;72.1;51.1;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-10 00:00:00;65;88;62.4;50.5;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-10 00:00:00;49;34;74.2;68.4;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-11 00:00:00;51;68;66.3;51.0;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-12 00:00:00;73;40;71.3;65.7;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-12 00:00:00;49;61;72.8;64.5;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-13 00:00:00;77;62;66.6;58.5;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-14 00:00:00;67;68;63.5;56.4;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-15 00:00:00;74;32;56.7;52.5;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-15 00:00:00;91;79;65.4;52.4;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-16 00:00:00;69;62;59.5;51.2;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-17 00:00:00;74;76;65.0;69.5;Temperatura da CPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-17 00:00:00;60;33;67.0;57.3;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-18 00:00:00;90;40;61.6;65.4;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-19 00:00:00;89;59;69.9;63.4;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-19 00:00:00;87;76;73.6;62.1;Temperatura da CPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-20 00:00:00;75;77;63.8;68.0;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-20 00:00:00;88;51;65.1;52.4;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-21 00:00:00;69;84;74.7;55.4;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-21 00:00:00;65;70;70.7;66.6;Temperatura da CPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-09-22 00:00:00;65;78;68.0;59.2;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-09-23 00:00:00;57;79;55.5;57.9;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-09-23 00:00:00;42;76;59.3;52.5;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
